id,Airline,Flight,AirportFrom,AirportTo,DayOfWeek,Time,Length,Delay
1736,AA,1495,JAX,DFW,3,425,175,0
1737,AA,1912,PHX,DFW,3,425,140,0
1738,AA,1922,ABQ,DFW,3,425,105,0
1739,AA,24,SFO,JFK,3,425,325,1
1740,AA,518,MIA,JFK,3,425,165,0
1741,AA,621,MSP,DFW,3,425,165,0
1742,AA,728,LAS,DFW,3,425,160,0
1743,AA,879,TUL,DFW,3,425,70,0
1744,AA,941,LGA,MIA,3,425,195,0
1745,AS,36,SEA,MSP,3,425,199,0
1746,AS,582,PDX,SNA,3,425,144,0
1747,B6,1212,BUF,BOS,3,425,86,0
1748,B6,26,FLL,JFK,3,425,160,1
1749,CO,239,MIA,EWR,3,425,170,1
1750,DL,1124,LAX,SFO,3,425,82,0
1751,DL,1575,IND,ATL,3,425,115,0
1752,DL,1841,DTW,TPA,3,425,167,0
1753,DL,1851,MSP,LAS,3,425,213,0
1754,DL,2434,TPA,DCA,3,425,124,0
1755,DL,2665,DCA,MCO,3,425,151,0
1756,DL,2922,PHX,DTW,3,425,230,0
1757,EV,5302,SHV,ATL,3,425,113,1
1758,HA,332,HNL,ITO,3,425,50,0
1759,MQ,2980,CSG,DFW,3,425,150,1
1760,MQ,3638,MIA,CMH,3,425,160,0
1761,MQ,3640,CMH,MIA,3,425,170,0
1762,MQ,3893,ORD,PHL,3,425,120,0
1763,MQ,4042,SGF,ORD,3,425,105,0
1764,MQ,4066,ORD,DSM,3,425,80,0
1765,MQ,4186,LSE,ORD,3,425,70,1
1766,MQ,4312,FWA,ORD,3,425,60,1
1767,OH,6516,MSP,JFK,3,425,165,0
1768,OO,4471,MSP,IAH,3,425,171,1
1769,OO,6504,ORD,SBN,3,425,41,1
1770,UA,101,ORD,LAX,3,425,276,0
1771,UA,594,CMH,ORD,3,425,84,0
1772,UA,6,SFO,JFK,3,425,335,0
1773,US,1157,DTW,PHL,3,425,99,0
1774,US,1807,PIT,PHL,3,425,81,0
1775,US,1831,DFW,CLT,3,425,145,1
1776,US,1942,ILM,CLT,3,425,64,0
1777,US,484,DEN,PHL,3,425,210,1
1778,WN,1076,HOU,LAX,3,425,225,1
1779,WN,1149,SMF,BUR,3,425,70,0
1780,WN,1286,MCI,LAS,3,425,195,1
1781,WN,1330,PDX,SMF,3,425,85,0
1782,WN,1424,SFO,SAN,3,425,85,0
1783,WN,1500,BOS,PHL,3,425,100,1
1784,WN,1812,MCI,MDW,3,425,90,1
1785,WN,1852,PHL,BOS,3,425,85,0
1786,WN,1992,DAL,SAT,3,425,65,1
1787,WN,2198,OKC,STL,3,425,80,0
1788,WN,2397,MCO,MDW,3,425,175,0
1789,WN,3309,BUR,SMF,3,425,75,0
1790,WN,3418,PHL,PIT,3,425,75,0
1791,WN,3504,PBI,TPA,3,425,50,0
1792,WN,388,ELP,PHX,3,425,80,1
1793,WN,417,BWI,STL,3,425,145,0
1794,WN,599,PHX,SMF,3,425,130,0
1795,WN,759,SJC,ONT,3,425,70,0
1796,WN,922,SMF,SNA,3,425,90,1
1797,WN,943,STL,MCI,3,425,70,0
1798,YV,2607,MDT,CLT,3,425,102,0
1799,YV,2944,AUS,CLT,3,425,157,1
1800,OO,6879,SFO,SBA,3,426,81,0
1801,XE,5906,ORD,ROA,3,426,95,0
1802,F9,472,MKE,RSW,3,427,181,1
1803,UA,386,SEA,DEN,3,427,168,1
1804,UA,527,ORD,BWI,3,427,113,0
1805,OO,6394,FCA,DEN,3,428,130,0
1806,OO,6656,JAC,DEN,3,429,87,1
1807,YV,7268,CHS,ORD,3,429,143,0
1808,9E,3936,GRB,DTW,3,430,80,1
1809,9E,4185,PIT,MEM,3,430,143,0
1810,AA,1061,JFK,MIA,3,430,210,0
1811,AA,1109,DFW,AUS,3,430,60,0
1812,AA,1599,DAY,DFW,3,430,175,0
1813,AA,1907,DCA,MIA,3,430,165,0
1814,AA,1985,PHL,SJU,3,430,230,0
1815,AA,202,LAX,MIA,3,430,285,0
1816,AA,2385,DFW,IAH,3,430,75,0
1817,AA,323,BNA,DFW,3,430,135,0
1818,AA,430,DFW,STL,3,430,90,0
1819,AA,581,DCA,STL,3,430,140,0
1820,AS,530,SEA,ONT,3,430,147,0
1821,B6,290,LGB,SEA,3,430,163,0
1822,B6,350,BUR,JFK,3,430,314,1
1823,CO,1014,DFW,IAH,3,430,66,0
1824,DL,1060,MCO,LAX,3,430,340,0
1825,DL,1134,MSP,GRR,3,430,85,0
1826,DL,1205,MSP,SLC,3,430,185,1
1827,DL,1962,DTW,PHL,3,430,110,0
1828,DL,2071,SEA,SLC,3,430,131,0
1829,DL,2366,JAX,LGA,3,430,143,1
1830,DL,2651,PHL,SLC,3,430,318,0
1831,DL,301,CLT,ATL,3,430,91,1
1832,DL,303,MCO,SLC,3,430,304,0
1833,EV,5383,SWF,ATL,3,430,160,1
1834,EV,5403,GRR,MEM,3,430,122,0
1835,EV,7354,AEX,ATL,3,430,114,0
1836,FL,1244,FNT,MCO,3,430,172,0
1837,FL,227,LAS,MKE,3,430,208,0
1838,FL,533,MEM,ATL,3,430,76,1
1839,FL,950,FLL,BWI,3,430,145,0
1840,MQ,2970,AEX,DFW,3,430,80,0
1841,MQ,3298,DFW,HOU,3,430,65,0
1842,MQ,3396,MAF,DFW,3,430,75,0
1843,MQ,3604,CVG,MIA,3,430,170,0
1844,MQ,3658,GSO,MIA,3,430,135,0
1845,MQ,3825,SLC,ORD,3,430,200,0
1846,MQ,3876,XNA,ORD,3,430,105,0
1847,MQ,3928,SYR,ORD,3,430,145,0
1848,MQ,3955,ORD,CID,3,430,60,0
1849,MQ,4331,ORD,BNA,3,430,90,0
1850,MQ,4372,BDL,ORD,3,430,170,0
1851,MQ,4512,XNA,LGA,3,430,175,0
1852,OH,6258,LGA,RDU,3,430,115,0
1853,OH,6451,CVG,MSP,3,430,133,1
1854,OH,6625,RDU,IND,3,430,119,0
1855,OH,6752,GEG,MSP,3,430,180,0
1856,OO,4672,BUR,SLC,3,430,114,0
1857,OO,6276,BUR,SFO,3,430,80,0
1858,UA,5,JFK,SFO,3,430,404,0
1859,UA,739,MCO,DEN,3,430,256,0
1860,US,1212,PBI,DCA,3,430,136,0
1861,US,1288,RDU,PHL,3,430,82,0
1862,US,1696,IAH,CLT,3,430,144,0
1863,US,308,ATL,CLT,3,430,75,0
1864,US,4,ORD,PHX,3,430,244,1
1865,US,679,STL,PHX,3,430,227,1
1866,US,957,PIT,CLT,3,430,96,0
1867,WN,1015,SAT,BWI,3,430,190,0
1868,WN,1259,BWI,BNA,3,430,120,0
1869,WN,1334,RDU,MDW,3,430,125,0
1870,WN,156,MSP,MDW,3,430,100,0
1871,WN,1831,BWI,LAS,3,430,330,1
1872,WN,198,ABQ,HOU,3,430,120,0
1873,WN,2553,SAN,RNO,3,430,90,0
1874,WN,274,ISP,MCO,3,430,170,1
1875,WN,2984,PHX,LAX,3,430,85,0
1876,WN,3506,PHX,OAK,3,430,125,0
1877,WN,3667,JAX,ORF,3,430,90,0
1878,WN,595,BUR,SJC,3,430,65,0
1879,WN,618,PVD,BWI,3,430,90,0
1880,XE,2009,BTR,IAH,3,430,70,0
1881,XE,2398,TUL,EWR,3,430,170,0
1882,XE,2525,IAH,GPT,3,430,73,0
1883,B6,1290,PIT,BOS,3,431,94,0
1884,DL,2379,SDF,ATL,3,431,89,0
1885,OO,6640,BFL,SFO,3,431,79,0
1886,UA,147,SAN,SFO,3,431,101,0
1887,OO,6873,PSP,DEN,3,432,131,0
1888,HA,201,ITO,HNL,3,433,49,0
1889,OO,6546,PDX,MFR,3,433,61,0
1890,OO,7770,SLC,SGU,3,433,81,0
1891,UA,445,BWI,DEN,3,433,253,0
1892,DL,1179,STL,ATL,3,434,99,1
1893,FL,494,CLT,BWI,3,434,86,0
1894,OO,6530,COD,DEN,3,434,82,1
1895,YV,2608,CHS,CLT,3,434,66,0
1896,YV,7291,IAD,LGA,3,434,75,1
1897,9E,3720,TYS,DTW,3,435,108,0
1898,9E,3805,CLE,MEM,3,435,144,1
1899,9E,3894,TUL,MSP,3,435,125,1
1900,9E,4045,HPN,ATL,3,435,158,1
1901,AA,1123,DFW,PHX,3,435,165,0
1902,AA,118,LAX,JFK,3,435,325,1
1903,AA,1322,DFW,DTW,3,435,160,0
1904,AA,1341,ORD,SFO,3,435,285,0
1905,AA,25,BOS,LAX,3,435,390,0
1906,AA,268,SEA,JFK,3,435,315,1
1907,AA,303,LGA,ORD,3,435,165,0
1908,AA,394,ORD,LGA,3,435,120,0
1909,AA,444,SAT,ORD,3,435,165,0
1910,AA,513,TPA,SJU,3,435,165,1
1911,AA,704,DFW,LGA,3,435,194,1
1912,AA,812,SEA,DFW,3,435,235,0
1913,B6,127,ROC,JFK,3,435,78,0
1914,B6,191,JFK,LAS,3,435,349,0
1915,B6,495,BOS,DEN,3,435,280,0
1916,B6,572,PBI,HPN,3,435,158,0
1917,CO,1157,EWR,ORD,3,435,163,0
1918,DL,1093,ATL,IAD,3,435,100,0
1919,DL,1165,RDU,ATL,3,435,97,0
1920,DL,1480,SFO,ATL,3,435,269,0
1921,DL,1501,BOS,ATL,3,435,190,0
1922,DL,1657,CVG,ATL,3,435,105,0
1923,DL,1672,TPA,ATL,3,435,102,0
1924,DL,1709,MSP,DEN,3,435,135,0
1925,DL,1725,BWI,ATL,3,435,131,1
1926,DL,2043,EWR,ATL,3,435,161,0
1927,DL,2065,BDL,ATL,3,435,175,0
1928,DL,2188,MSP,PHL,3,435,156,1
1929,DL,2788,MSP,MKE,3,435,71,1
1930,DL,2831,LGA,DTW,3,435,125,0
1931,DL,2914,SEA,MSP,3,435,195,0
1932,DL,2965,JFK,SFO,3,435,385,1
1933,EV,5073,LEX,ATL,3,435,91,1
1934,EV,5160,BTR,ATL,3,435,102,0
1935,EV,5339,TRI,ATL,3,435,77,0
1936,FL,1461,MDW,MCO,3,435,159,0
1937,FL,660,HPN,ATL,3,435,145,1
1938,MQ,2946,LCH,DFW,3,435,80,0
1939,MQ,3633,MIA,CLT,3,435,120,0
1940,MQ,3672,SDF,MIA,3,435,155,0
1941,MQ,4154,CMH,ORD,3,435,85,0
1942,MQ,4396,RDU,DCA,3,435,65,0
1943,OH,6493,GSO,DTW,3,435,125,1
1944,OH,6611,RDU,MEM,3,435,139,0
1945,OH,6762,OKC,MSP,3,435,129,0
1946,OO,4597,DEN,SLC,3,435,97,0
1947,OO,6734,MSO,DEN,3,435,123,0
1948,OO,7016,ORD,HPN,3,435,121,1
1949,UA,328,LAX,DEN,3,435,152,1
1950,US,1023,BDL,PHL,3,435,86,0
1951,US,1612,PHL,BOS,3,435,78,0
1952,US,1678,TPA,DCA,3,435,125,0
1953,US,1937,BOS,PHL,3,435,101,0
1954,US,1989,RDU,CLT,3,435,65,0
1955,US,27,MCO,PHX,3,435,298,0
1956,US,621,TPA,PHX,3,435,288,1
1957,US,969,MCI,CLT,3,435,133,0
1958,WN,1178,DAL,STL,3,435,95,1
1959,WN,1285,SFO,MDW,3,435,250,1
1960,WN,1441,LAX,OAK,3,435,75,0
1961,WN,1510,SDF,BWI,3,435,85,0
1962,WN,1577,HOU,PHX,3,435,180,1
1963,WN,2547,ORF,MCO,3,435,125,0
1964,WN,2655,TUS,LAS,3,435,80,1
1965,WN,277,LAX,MCI,3,435,190,0
1966,WN,289,PHX,SFO,3,435,130,1
1967,WN,384,TUL,STL,3,435,70,0
1968,WN,507,TPA,LAS,3,435,310,1
1969,WN,526,BWI,BOS,3,435,80,0
1970,WN,646,OAK,MDW,3,435,250,1
1971,WN,706,DTW,BWI,3,435,95,1
1972,WN,807,ONT,OAK,3,435,75,0
1973,WN,888,BUR,OAK,3,435,75,0
1974,WN,961,OMA,PHX,3,435,180,1
1975,XE,2240,IAH,RDU,3,435,148,0
1976,XE,5927,ICT,ORD,3,435,110,1
1977,YV,1048,LIH,HNL,3,435,29,0
1978,DL,2003,OMA,MSP,3,436,74,0
1979,CO,1455,PBI,EWR,3,437,163,0
1980,OO,3077,IND,MKE,3,437,63,0
1981,OO,6900,ORD,OMA,3,437,90,1
1982,XE,2761,RIC,EWR,3,437,69,0
1983,OO,7049,PDX,OTH,3,438,58,0
1984,HA,110,LIH,HNL,3,439,30,0
1985,OO,6320,SAN,LAX,3,439,46,0
1986,OO,6667,MFR,SFO,3,439,105,0
1987,OO,6899,ORD,MKE,3,439,42,1
1988,9E,3738,DTW,GSP,3,440,106,0
1989,AA,1264,DEN,DFW,3,440,125,0
1990,AA,1335,DCA,DFW,3,440,215,0
1991,AA,1355,BOS,DFW,3,440,270,0
1992,AA,1360,DFW,DCA,3,440,160,1
1993,AA,2099,ORD,LAX,3,440,265,1
1994,AA,2416,LAX,DFW,3,440,180,1
1995,AA,334,DFW,BNA,3,440,100,1
1996,AA,460,IAH,DFW,3,440,75,0
1997,AA,568,ORD,FLL,3,440,170,1
1998,AA,600,SFO,DFW,3,440,210,0
1999,AA,993,TPA,MIA,3,440,65,1
2000,AS,60,JNU,KTN,3,440,65,0
2001,B6,1438,LGB,SFO,3,440,81,0
2002,B6,325,BDL,FLL,3,440,197,0
2003,B6,450,FLL,BOS,3,440,179,0
2004,CO,1097,IAH,LAS,3,440,204,0
2005,CO,199,IAH,DEN,3,440,157,1
2006,DL,1121,BWI,SLC,3,440,300,0
2007,DL,1935,DTW,BNA,3,440,115,0
2008,DL,2014,LAX,CVG,3,440,247,0
2009,DL,2711,ATL,DFW,3,440,150,0
2010,FL,887,BWI,MKE,3,440,125,0
2011,MQ,2754,LFT,DFW,3,440,90,0
2012,MQ,2838,SAV,DFW,3,440,180,0
2013,MQ,2920,CMI,DFW,3,440,145,0
2014,OH,6332,CLE,CVG,3,440,76,0
2015,OH,6469,HSV,ATL,3,440,67,0
2016,OO,4477,FCA,SLC,3,440,99,1
2017,OO,6255,SFO,BUR,3,440,69,1
2018,OO,6964,PDX,SEA,3,440,50,0
2019,UA,239,MSY,LAX,3,440,265,0
2020,US,1452,MYR,CLT,3,440,56,0
2021,US,1465,PVD,PHL,3,440,82,0
2022,US,274,SLC,PHX,3,440,102,0
2023,US,414,SFO,CLT,3,440,285,1
2024,US,457,PIT,PHX,3,440,294,1
2025,WN,1002,DAL,AUS,3,440,55,0
2026,WN,1134,LGA,BWI,3,440,70,0
2027,WN,16,BNA,HOU,3,440,130,1
2028,WN,1769,RDU,BNA,3,440,95,0
2029,WN,1914,ALB,FLL,3,440,200,0
2030,WN,1919,BWI,TPA,3,440,150,0
2031,WN,245,BWI,PHX,3,440,320,1
2032,WN,2807,OMA,DEN,3,440,100,1
2033,WN,2958,AMA,DAL,3,440,65,0
2034,WN,3512,SLC,DEN,3,440,90,0
2035,WN,3658,BWI,RDU,3,440,65,1
2036,WN,3766,PHL,PVD,3,440,70,0
2037,WN,477,BUF,MDW,3,440,115,1
2038,WN,645,TUS,ABQ,3,440,60,0
2039,WN,731,LAX,DEN,3,440,140,0
2040,WN,778,MDW,OMA,3,440,90,0
2041,WN,815,MCI,STL,3,440,65,0
2042,WN,817,PHX,BUR,3,440,85,1
2043,WN,883,ISP,PBI,3,440,180,1
2044,WN,904,SNA,SMF,3,440,90,0
2045,XE,3122,MSY,IAH,3,440,72,1
2046,B6,1005,BOS,JFK,3,441,75,0
2047,OO,6515,SFO,LMT,3,441,87,0
2048,DL,2731,DTW,STL,3,442,118,0
2049,OO,6400,EUG,SFO,3,442,97,0
2050,OO,6598,SFO,SMF,3,442,43,0
2051,UA,272,SFO,LAX,3,442,92,0
2052,YV,2904,LIT,CLT,3,442,117,0
2053,9E,4143,DTW,RIC,3,443,112,1
2054,XE,2130,OMA,EWR,3,443,167,0
2055,XE,2142,OKC,EWR,3,443,187,0
2056,EV,5567,CAE,ATL,3,444,76,1
2057,EV,7126,ORD,BUF,3,444,86,1
2058,UA,58,ROC,ORD,3,444,121,0
2059,9E,3850,DTW,PIT,3,445,68,0
2060,9E,3929,AZO,MSP,3,445,106,0
2061,AA,1038,DFW,MSP,3,445,140,0
2062,AA,222,LAX,BOS,3,445,320,0
2063,AA,2324,DFW,ORD,3,445,140,0
2064,AA,475,EWR,ORD,3,445,175,0
2065,AS,220,SEA,SFO,3,445,126,0
2066,CO,1746,IAH,ORD,3,445,150,0
2067,CO,470,EWR,SJU,3,445,228,1
2068,CO,626,IAH,BWI,3,445,173,0
2069,CO,776,IAH,PHL,3,445,187,1
2070,DL,104,ATL,DTW,3,445,118,0
2071,DL,1105,ATL,SLC,3,445,253,1
2072,DL,1145,ATL,MSY,3,445,100,0
2073,DL,1169,FLL,LAX,3,445,350,0
2074,DL,1211,DTW,MSP,3,445,125,0
2075,DL,1416,ATL,ORF,3,445,98,0
2076,DL,1444,DTW,DCA,3,445,103,0
2077,DL,1464,MSP,DCA,3,445,147,0
2078,DL,1617,CHS,ATL,3,445,80,1
2079,DL,1694,ATL,PHL,3,445,120,1
2080,DL,1803,DTW,MEM,3,445,138,0
2081,DL,1848,DTW,LGA,3,445,121,0
2082,DL,1984,ATL,PIT,3,445,97,0
2083,DL,2012,ATL,ORD,3,445,127,1
2084,DL,2036,DTW,BWI,3,445,97,1
2085,DL,2458,PBI,LGA,3,445,169,1
2086,DL,2838,ATL,DCA,3,445,94,0
2087,DL,2968,SEA,ATL,3,445,285,1
2088,DL,371,ATL,IAH,3,445,140,0
2089,EV,4975,ATL,CVG,3,445,85,0
2090,EV,5069,AGS,ATL,3,445,77,0
2091,EV,5202,ATL,CLE,3,445,104,1
2092,EV,5348,JAN,ATL,3,445,89,0
2093,MQ,2717,ROW,DFW,3,445,85,1
2094,MQ,3004,DEN,LAX,3,445,160,0
2095,MQ,3607,MIA,ATL,3,445,120,0
2096,MQ,3620,ORF,MIA,3,445,155,1
2097,MQ,3654,RIC,MIA,3,445,160,1
2098,OO,4651,MSP,OMA,3,445,74,1
2099,OO,4746,MSP,MSN,3,445,59,1
2100,OO,6550,TUS,DEN,3,445,116,1
2101,OO,6724,BZN,DEN,3,445,107,0
2102,UA,250,PDX,IAD,3,445,298,0
2103,UA,833,BOI,DEN,3,445,110,1
2104,US,1926,MCO,DCA,3,445,122,1
2105,US,867,SYR,PHL,3,445,84,0
2106,WN,1061,MAF,ABQ,3,445,70,1
2107,WN,1663,TPA,PHL,3,445,150,1
2108,WN,1681,PIT,MDW,3,445,110,0
2109,WN,2015,SAN,MDW,3,445,240,0
2110,WN,3250,SEA,BOI,3,445,80,1
2111,WN,3481,BDL,TPA,3,445,195,0
2112,WN,391,IND,MCI,3,445,100,0
2113,WN,460,PDX,MDW,3,445,240,1
2114,WN,705,PHX,ABQ,3,445,65,0
2115,WN,729,LAS,RNO,3,445,75,1
2116,WN,782,LAX,MDW,3,445,240,1
2117,WN,897,PHX,SNA,3,445,80,0
2118,WN,903,OAK,HOU,3,445,225,1
2119,WN,919,MCO,BWI,3,445,125,1
2120,WN,950,SMF,PHX,3,445,105,1
2121,WN,964,SEA,MDW,3,445,240,1
2122,XE,2026,IAH,STL,3,445,121,1
2123,XE,2246,IAH,ATL,3,445,118,0
2124,XE,2333,IAH,DTW,3,445,177,0
2125,XE,2606,IAH,MEM,3,445,91,0
2126,XE,3006,IAH,IAD,3,445,173,0
2127,XE,3083,IAH,MKE,3,445,153,1
2128,XE,3140,SAT,IAH,3,445,59,0
2129,DL,2864,MCO,MEM,3,446,129,0
2130,OO,6312,PSP,LAX,3,446,52,0
2131,UA,345,PHL,ORD,3,446,142,0
2132,OO,6604,SLC,DEN,3,447,98,0
2133,UA,333,PIT,ORD,3,447,102,0
2134,EV,5120,ATL,TYS,3,448,59,1
2135,UA,300,RNO,DEN,3,448,140,0
2136,CO,733,LGA,IAH,3,449,240,1
2137,FL,1134,ROC,TPA,3,449,184,0
2138,OO,6315,SFO,BFL,3,449,74,0
2139,UA,388,TPA,DEN,3,449,247,0
2140,XE,2363,EWR,XNA,3,449,209,0
2141,9E,3718,DTW,IND,3,450,84,1
2142,9E,3776,ROC,ATL,3,450,151,0
2143,9E,4391,DTW,RDU,3,450,105,0
2144,AA,1093,EWR,DFW,3,450,250,0
2145,AA,1418,SAN,DFW,3,450,175,0
2146,AA,1482,SJU,MIA,3,450,160,0
2147,AA,1740,SNA,DFW,3,450,175,0
2148,AA,2265,PHL,ORD,3,450,160,0
2149,AA,2413,OKC,DFW,3,450,65,0
2150,AA,2455,ORD,PHX,3,450,240,1
2151,AA,517,DFW,SJC,3,450,230,1
2152,AA,549,FLL,ORD,3,450,195,0
2153,AA,828,SJC,ORD,3,450,255,1
2154,AA,884,STL,DCA,3,450,115,0
2155,AS,11,EWR,SEA,3,450,375,0
2156,AS,120,ANC,SEA,3,450,211,0
2157,AS,632,SEA,PHX,3,450,170,0
2158,B6,1421,PDX,LGB,3,450,135,1
2159,B6,1600,BOS,DCA,3,450,102,0
2160,B6,670,LAX,JFK,3,450,309,1
2161,CO,128,IAH,MSY,3,450,68,1
2162,CO,1580,SEA,EWR,3,450,305,1
2163,CO,1590,IAH,MIA,3,450,143,0
2164,CO,349,SFO,EWR,3,450,321,1
2165,CO,768,EWR,LAS,3,450,342,1
2166,CO,87,CLE,EWR,3,450,84,0
2167,CO,9,BOS,EWR,3,450,77,0
2168,DL,1099,BDL,MCO,3,450,186,0
2169,DL,110,ATL,LAX,3,450,302,0
2170,DL,1143,ATL,STL,3,450,100,0
2171,DL,1176,ATL,CLT,3,450,75,1
2172,DL,1187,DTW,ATL,3,450,142,0
2173,DL,1303,DTW,FLL,3,450,192,1
2174,DL,1372,LGA,BOS,3,450,66,1
2175,DL,1375,BOS,LGA,3,450,76,1
2176,DL,1545,DCA,DTW,3,450,100,0
2177,DL,1618,MCO,ATL,3,450,110,0
2178,DL,1663,IAD,SLC,3,450,299,1
2179,DL,1800,JAX,ATL,3,450,90,0
2180,DL,183,JFK,SEA,3,450,380,0
2181,DL,1967,DTW,ORD,3,450,80,0
2182,DL,1989,PHL,DTW,3,450,125,0
2183,DL,2127,ATL,FLL,3,450,110,0
2184,DL,2190,PNS,ATL,3,450,79,1
2185,DL,2266,PHX,SLC,3,450,104,1
2186,DL,2291,ATL,TPA,3,450,87,0
2187,DL,2337,BWI,DTW,3,450,102,0
2188,DL,2420,MSY,ATL,3,450,98,1
2189,DL,2573,ATL,MIA,3,450,115,0
2190,DL,2748,ATL,BDL,3,450,142,0
2191,DL,2756,ATL,JFK,3,450,135,0
2192,DL,2891,PDX,SLC,3,450,113,0
2193,DL,340,ATL,MSP,3,450,171,0
2194,EV,4969,MGM,ATL,3,450,65,0
2195,EV,5008,CVG,EWR,3,450,118,1
2196,EV,5165,ATL,BNA,3,450,69,0
2197,EV,5189,TYS,ATL,3,450,77,0
2198,EV,5256,TRI,DTW,3,450,115,0
2199,EV,5258,DFW,DTW,3,450,157,0
2200,EV,5261,BNA,MEM,3,450,70,0
2201,F9,728,DEN,DCA,3,450,196,0
2202,FL,178,RSW,ATL,3,450,108,0
2203,FL,473,BWI,ATL,3,450,130,0
2204,FL,890,LAX,MKE,3,450,240,0
2205,MQ,2711,DFW,CAE,3,450,130,0
2206,MQ,3605,MIA,CVG,3,450,160,0
2207,MQ,3776,MSY,ORD,3,450,145,0
2208,MQ,4105,CLT,ORD,3,450,140,0
2209,MQ,4110,MDT,ORD,3,450,145,0
2210,OH,6302,CVG,BOS,3,450,130,0
2211,OH,6361,DTW,CVG,3,450,75,1
2212,OH,6378,CVG,LGA,3,450,124,0
2213,OH,6461,BOS,JFK,3,450,87,0
2214,OH,6629,DTW,IAD,3,450,98,0
2215,OH,6755,BOS,RDU,3,450,140,0
2216,OO,4449,ICT,MSP,3,450,115,0
2217,OO,4771,ORD,SLC,3,450,205,0
2218,OO,4847,RST,MSP,3,450,52,0
2219,OO,6482,GTF,DEN,3,450,112,0
2220,UA,395,SEA,SFO,3,450,136,0
2221,UA,459,LGA,ORD,3,450,157,0
2222,UA,656,PHX,ORD,3,450,202,0
2223,US,1252,JAX,DCA,3,450,103,0
2224,US,1510,CLT,PHL,3,450,97,0
2225,US,1516,BWI,PHL,3,450,52,0
2226,US,1707,STL,CLT,3,450,109,1
2227,US,1732,CLT,DCA,3,450,73,0
2228,US,2022,DCA,BOS,3,450,84,0
2229,US,204,LAX,LAS,3,450,63,0
2230,US,2145,BOS,LGA,3,450,74,0
2231,US,541,DFW,LAS,3,450,178,0
2232,US,817,ORD,PHL,3,450,120,0
2233,US,84,PHL,SEA,3,450,362,1
2234,WN,1030,SJC,LAS,3,450,85,0
2235,WN,1075,ELP,ABQ,3,450,55,1
2236,WN,1217,OAK,LAX,3,450,75,1
2237,WN,1311,CMH,TPA,3,450,135,1
2238,WN,1461,LAS,SFO,3,450,95,0
2239,WN,1655,BNA,MDW,3,450,90,1
2240,WN,1669,LBB,ABQ,3,450,65,0
2241,WN,2441,BWI,MCO,3,450,145,0
2242,WN,2819,TPA,FLL,3,450,60,0
2243,WN,2970,IND,MDW,3,450,60,1
2244,WN,3232,JAX,FLL,3,450,70,0
2245,WN,3664,HOU,BWI,3,450,170,1
2246,WN,3743,BOS,STL,3,450,195,0
2247,WN,375,PHX,SAN,3,450,70,1
2248,WN,3915,HOU,BNA,3,450,105,1
2249,WN,3930,LAX,ABQ,3,450,105,0
2250,WN,396,OAK,BUR,3,450,65,1
2251,WN,3,DAL,HOU,3,450,60,1
2252,WN,640,SAT,DAL,3,450,60,0
2253,WN,641,SFO,LAS,3,450,85,1
2254,WN,669,SLC,LAX,3,450,125,1
2255,WN,673,SAT,HRL,3,450,55,0
2256,WN,6,HOU,DAL,3,450,55,1
2257,WN,780,LAS,STL,3,450,190,1
2258,WN,809,PHL,RDU,3,450,90,0
2259,WN,824,MCO,FLL,3,450,55,0
2260,WN,869,DAL,AMA,3,450,70,0
2261,WN,872,MDW,LAS,3,450,255,1
2262,WN,965,DEN,MCO,3,450,210,0
2263,XE,2536,CLE,ATL,3,450,117,1
2264,XE,2538,AUS,IAH,3,450,56,0
2265,XE,2573,IAH,BNA,3,450,111,1
2266,XE,2674,IAH,TUL,3,450,88,0
2267,XE,2723,IAH,OKC,3,450,85,0
2268,XE,2756,CLE,PVD,3,450,94,0
2269,YV,2648,LAS,LAX,3,450,67,0
2270,YV,2667,FAY,CLT,3,450,63,0
2271,YV,2730,MEM,PHX,3,450,223,1
2272,B6,1304,IAD,JFK,3,451,73,0
2273,HA,118,HNL,KOA,3,451,42,0
2274,OO,6317,LAX,SBA,3,451,40,0
2275,UA,422,BIL,DEN,3,451,94,0
2276,US,1505,CLT,PHX,3,451,288,0
2277,DL,1334,ATL,RIC,3,452,94,0
2278,OO,6321,LAX,SAN,3,452,46,0
2279,DL,1878,SAV,ATL,3,453,80,1
2280,OO,6228,ELP,DEN,3,453,116,0
2281,OO,6870,HLN,DEN,3,453,113,0
2282,OO,7006,PDX,LAX,3,453,138,0
2283,YV,2634,CLT,ORF,3,453,65,0
2284,HA,156,HNL,OGG,3,454,37,0
2285,9E,3959,DTW,MDW,3,455,87,0
2286,9E,4039,GSP,ATL,3,455,85,0
2287,AA,1263,MIA,IAH,3,455,175,0
2288,AA,1660,DFW,IND,3,455,120,0
2289,AA,1686,ORD,RDU,3,455,110,1
2290,AA,1929,SFO,LAX,3,455,90,0
2291,AA,359,DFW,SNA,3,455,195,0
2292,AA,643,MIA,ORD,3,455,200,0
2293,AA,663,JFK,FLL,3,455,200,0
2294,AS,73,JNU,ANC,3,455,107,0
2295,AS,877,PDX,HNL,3,455,360,0
2296,B6,44,JFK,SYR,3,455,69,0
2297,CO,258,IAH,DCA,3,455,175,0
2298,DL,1079,ATL,CMH,3,455,95,1
2299,DL,1474,MCO,MSP,3,455,215,0
2300,DL,1600,ATL,BOS,3,455,153,0
2301,DL,1858,ATL,RDU,3,455,85,0
